기업명	기업코드	ESG등급	환경	사회	지배구조	평가년도
휴스틸	5010	1	1	1	2	2022
휴스틸	5010	2	2	2	2	2023
휴스틸	5010	2	2	2	2	2024
휴온스	243070	3	1	4	3	2020
휴온스	243070	3	1	5	4	2021
휴온스	243070	3	2	4	3	2022
휴온스	243070	3	2	4	4	2023
휴온스	243070	5	5	5	4	2024
휴온스글로벌	84110	3	1	4	3	2020
휴온스글로벌	84110	2	2	4	1	2022
휴젤	145020	2	2	2	3	2020
휴젤	145020	3	1	4	4	2021
휴젤	145020	2	1	2	2	2022
휴젤	145020	3	2	4	3	2023
휴젤	145020	2	2	2	3	2024
휴켐스	69260	2	3	4	2	2020
휴켐스	69260	4	3	5	4	2021
흥국화재	540	3	1	5	3	2020
흥국화재	540	4	3	5	3	2021
흥국화재	540	4	2	4	4	2022
흥국화재	540	4	3	4	4	2023
흥국화재	540	4	2	4	4	2024
흥아해운	3280	1	1	2	1	2020
흥아해운	3280	1	1	2	1	2021
흥아해운	3280	2	2	3	2	2022
흥아해운	3280	3	3	4	3	2023
흥아해운	3280	3	3	4	3	2024
